key,value,date
questions,21,1
questions,27,2
questions,23,3
questions,13,4
questions,16,5
questions,28,6
questions,22,7
questions,23,8
questions,23,9
questions,30,10
questions,33,11
questions,26,12
answer,26,1
answer,35,2
answer,37,3
answer,13,4
answer,35,5
answer,33,6
answer,31,7
answer,32,8
answer,31,9
answer,32,10
answer,43,11
answer,37,12
