key,value,date
questions,20,1
questions,29,2
questions,20,3
questions,16,4
questions,15,5
questions,20,6
questions,22,7
questions,14,8
questions,15,9
questions,47,10
questions,25,11
questions,33,12
answer,24,1
answer,37,2
answer,28,3
answer,18,4
answer,18,5
answer,21,6
answer,29,7
answer,19,8
answer,15,9
answer,50,10
answer,31,11
answer,48,12
