key,value,date
questions,26,1
questions,26,2
questions,22,3
questions,14,4
questions,6,5
questions,19,6
questions,25,7
questions,25,8
questions,15,9
questions,37,10
questions,50,11
questions,33,12
answer,33,1
answer,37,2
answer,36,3
answer,23,4
answer,9,5
answer,20,6
answer,27,7
answer,28,8
answer,21,9
answer,42,10
answer,65,11
answer,51,12
