key,value,date
questions,25,1
questions,21,2
questions,21,3
questions,21,4
questions,15,5
questions,16,6
questions,27,7
questions,16,8
questions,4,9
questions,15,10
questions,20,11
questions,31,12
answer,28,1
answer,28,2
answer,24,3
answer,28,4
answer,19,5
answer,14,6
answer,30,7
answer,18,8
answer,8,9
answer,15,10
answer,33,11
answer,34,12
