key,value,date
questions,29,1
questions,44,2
questions,35,3
questions,17,4
questions,23,5
questions,22,6
questions,34,7
questions,34,8
questions,43,9
questions,51,10
questions,42,11
questions,46,12
answer,34,1
answer,48,2
answer,44,3
answer,22,4
answer,24,5
answer,28,6
answer,46,7
answer,43,8
answer,44,9
answer,57,10
answer,44,11
answer,55,12
