key,value,date
questions,5,1
questions,6,2
questions,11,3
questions,7,4
questions,5,5
questions,11,6
questions,6,7
questions,10,8
questions,10,9
questions,35,10
questions,21,11
questions,13,12
answer,10,1
answer,9,2
answer,13,3
answer,9,4
answer,4,5
answer,13,6
answer,4,7
answer,14,8
answer,13,9
answer,32,10
answer,39,11
answer,22,12
