key,value,date
questions,26,1
questions,18,2
questions,25,3
questions,7,4
questions,9,5
questions,10,6
questions,17,7
questions,10,8
questions,10,9
questions,27,10
questions,35,11
questions,31,12
answer,27,1
answer,21,2
answer,23,3
answer,14,4
answer,11,5
answer,9,6
answer,19,7
answer,17,8
answer,15,9
answer,25,10
answer,36,11
answer,37,12
