key,value,date
questions,28,1
questions,29,2
questions,34,3
questions,28,4
questions,14,5
questions,28,6
questions,40,7
questions,17,8
questions,24,9
questions,72,10
questions,49,11
questions,45,12
answer,29,1
answer,38,2
answer,42,3
answer,34,4
answer,15,5
answer,29,6
answer,52,7
answer,25,8
answer,32,9
answer,76,10
answer,64,11
answer,57,12
