key,value,date
questions,12,1
questions,5,2
questions,9,3
questions,12,4
questions,8,5
questions,20,6
questions,13,7
questions,7,8
questions,14,9
questions,23,10
questions,17,11
questions,13,12
answer,19,1
answer,7,2
answer,9,3
answer,17,4
answer,9,5
answer,22,6
answer,18,7
answer,9,8
answer,15,9
answer,25,10
answer,20,11
answer,10,12
