key,value,date
questions,12,1
questions,18,2
questions,13,3
questions,8,4
questions,9,5
questions,20,6
questions,21,7
questions,20,8
questions,16,9
questions,33,10
questions,39,11
questions,33,12
answer,13,1
answer,13,2
answer,28,3
answer,9,4
answer,13,5
answer,20,6
answer,27,7
answer,37,8
answer,20,9
answer,39,10
answer,42,11
answer,35,12
