key,value,date
questions,22,1
questions,26,2
questions,8,3
questions,6,4
questions,15,5
questions,7,6
questions,20,7
questions,15,8
questions,13,9
questions,44,10
questions,29,11
questions,13,12
answer,26,1
answer,27,2
answer,14,3
answer,13,4
answer,22,5
answer,8,6
answer,29,7
answer,15,8
answer,15,9
answer,42,10
answer,44,11
answer,9,12
