key,value,date
questions,16,1
questions,15,2
questions,13,3
questions,11,4
questions,12,5
questions,16,6
questions,14,7
questions,13,8
questions,10,9
questions,21,10
questions,31,11
questions,15,12
answer,25,1
answer,26,2
answer,21,3
answer,11,4
answer,11,5
answer,19,6
answer,24,7
answer,17,8
answer,13,9
answer,26,10
answer,32,11
answer,28,12
