key,value,date
questions,25,1
questions,29,2
questions,35,3
questions,10,4
questions,25,5
questions,33,6
questions,25,7
questions,25,8
questions,24,9
questions,48,10
questions,44,11
questions,49,12
answer,26,1
answer,46,2
answer,40,3
answer,18,4
answer,34,5
answer,29,6
answer,35,7
answer,31,8
answer,29,9
answer,55,10
answer,49,11
answer,69,12
