key,value,date
questions,36,1
questions,35,2
questions,41,3
questions,27,4
questions,29,5
questions,18,6
questions,24,7
questions,29,8
questions,30,9
questions,41,10
questions,61,11
questions,32,12
answer,32,1
answer,44,2
answer,46,3
answer,39,4
answer,33,5
answer,21,6
answer,28,7
answer,31,8
answer,30,9
answer,48,10
answer,63,11
answer,45,12
