key,value,date
questions,13,1
questions,15,2
questions,15,3
questions,18,4
questions,16,5
questions,4,6
questions,14,7
questions,20,8
questions,9,9
questions,41,10
questions,27,11
questions,18,12
answer,18,1
answer,17,2
answer,18,3
answer,23,4
answer,18,5
answer,7,6
answer,16,7
answer,23,8
answer,12,9
answer,42,10
answer,34,11
answer,21,12
