key,value,date
questions,35,1
questions,44,2
questions,45,3
questions,46,4
questions,46,5
questions,42,6
questions,41,7
questions,32,8
questions,25,9
questions,78,10
questions,72,11
questions,59,12
answer,48,1
answer,44,2
answer,59,3
answer,53,4
answer,60,5
answer,43,6
answer,51,7
answer,47,8
answer,28,9
answer,86,10
answer,85,11
answer,71,12
