key,value,date
questions,13,1
questions,15,2
questions,9,3
questions,10,4
questions,1,5
questions,11,6
questions,15,7
questions,17,8
questions,12,9
questions,25,10
questions,13,11
questions,19,12
answer,13,1
answer,14,2
answer,14,3
answer,8,4
answer,4,5
answer,10,6
answer,16,7
answer,16,8
answer,14,9
answer,23,10
answer,17,11
answer,24,12
