key,value,date
questions,30,1
questions,33,2
questions,23,3
questions,19,4
questions,23,5
questions,19,6
questions,26,7
questions,15,8
questions,16,9
questions,50,10
questions,40,11
questions,37,12
answer,28,1
answer,44,2
answer,27,3
answer,25,4
answer,22,5
answer,16,6
answer,31,7
answer,19,8
answer,20,9
answer,54,10
answer,49,11
answer,45,12
