key,value,date
questions,7,1
questions,13,2
questions,14,3
questions,8,4
questions,8,5
questions,17,6
questions,13,7
questions,22,8
questions,17,9
questions,33,10
questions,23,11
questions,21,12
answer,17,1
answer,13,2
answer,23,3
answer,9,4
answer,8,5
answer,24,6
answer,15,7
answer,26,8
answer,25,9
answer,33,10
answer,27,11
answer,22,12
