key,value,date
questions,42,1
questions,35,2
questions,31,3
questions,16,4
questions,9,5
questions,9,6
questions,15,7
questions,17,8
questions,13,9
questions,57,10
questions,45,11
questions,47,12
answer,55,1
answer,36,2
answer,37,3
answer,27,4
answer,9,5
answer,12,6
answer,23,7
answer,17,8
answer,18,9
answer,61,10
answer,52,11
answer,50,12
