key,value,date
questions,12,1
questions,11,2
questions,8,3
questions,10,4
questions,8,5
questions,19,6
questions,22,7
questions,7,8
questions,8,9
questions,21,10
questions,16,11
questions,24,12
answer,12,1
answer,15,2
answer,9,3
answer,10,4
answer,10,5
answer,24,6
answer,22,7
answer,9,8
answer,10,9
answer,21,10
answer,18,11
answer,28,12
