key,value,date
questions,62,1
questions,83,2
questions,80,3
questions,46,4
questions,52,5
questions,87,6
questions,97,7
questions,69,8
questions,42,9
questions,79,10
questions,66,11
questions,104,12
answer,97,1
answer,110,2
answer,95,3
answer,64,4
answer,105,5
answer,110,6
answer,149,7
answer,102,8
answer,62,9
answer,85,10
answer,81,11
answer,126,12
