key,value,date
questions,11,1
questions,14,2
questions,13,3
questions,13,4
questions,12,5
questions,10,6
questions,14,7
questions,15,8
questions,9,9
questions,27,10
questions,18,11
questions,10,12
answer,14,1
answer,17,2
answer,21,3
answer,20,4
answer,16,5
answer,13,6
answer,12,7
answer,20,8
answer,7,9
answer,32,10
answer,24,11
answer,13,12
