key,value,date
questions,16,1
questions,16,2
questions,14,3
questions,9,4
questions,10,5
questions,8,6
questions,16,7
questions,9,8
questions,5,9
questions,29,10
questions,17,11
questions,20,12
answer,18,1
answer,25,2
answer,18,3
answer,16,4
answer,12,5
answer,12,6
answer,15,7
answer,12,8
answer,7,9
answer,27,10
answer,25,11
answer,22,12
