key,value,date
questions,10,1
questions,22,2
questions,7,3
questions,12,4
questions,17,5
questions,11,6
questions,20,7
questions,10,8
questions,7,9
questions,24,10
questions,27,11
questions,11,12
answer,15,1
answer,24,2
answer,9,3
answer,20,4
answer,21,5
answer,14,6
answer,25,7
answer,12,8
answer,8,9
answer,24,10
answer,35,11
answer,24,12
