key,value,date
questions,15,1
questions,19,2
questions,11,3
questions,15,4
questions,3,5
questions,13,6
questions,18,7
questions,10,8
questions,11,9
questions,24,10
questions,13,11
questions,14,12
answer,14,1
answer,24,2
answer,12,3
answer,17,4
answer,7,5
answer,17,6
answer,23,7
answer,11,8
answer,11,9
answer,26,10
answer,21,11
answer,18,12
