key,value,date
questions,46,1
questions,31,2
questions,30,3
questions,19,4
questions,18,5
questions,25,6
questions,26,7
questions,30,8
questions,24,9
questions,56,10
questions,43,11
questions,38,12
answer,49,1
answer,35,2
answer,38,3
answer,22,4
answer,23,5
answer,25,6
answer,35,7
answer,32,8
answer,25,9
answer,57,10
answer,49,11
answer,43,12
