key,value,date
questions,20,1
questions,24,2
questions,20,3
questions,17,4
questions,12,5
questions,13,6
questions,17,7
questions,14,8
questions,9,9
questions,34,10
questions,33,11
questions,19,12
answer,23,1
answer,30,2
answer,26,3
answer,22,4
answer,18,5
answer,15,6
answer,18,7
answer,21,8
answer,10,9
answer,37,10
answer,46,11
answer,24,12
