key,value,date
questions,22,1
questions,15,2
questions,18,3
questions,19,4
questions,21,5
questions,16,6
questions,18,7
questions,18,8
questions,18,9
questions,41,10
questions,20,11
questions,21,12
answer,27,1
answer,20,2
answer,24,3
answer,18,4
answer,23,5
answer,21,6
answer,26,7
answer,21,8
answer,25,9
answer,43,10
answer,27,11
answer,23,12
