key,value,date
questions,7,1
questions,9,2
questions,6,3
questions,2,4
questions,6,5
questions,7,6
questions,10,7
questions,13,8
questions,3,9
questions,13,10
questions,13,11
questions,8,12
answer,7,1
answer,11,2
answer,11,3
answer,9,4
answer,12,5
answer,12,6
answer,14,7
answer,16,8
answer,4,9
answer,13,10
answer,16,11
answer,9,12
