key,value,date
questions,37,1
questions,28,2
questions,39,3
questions,25,4
questions,17,5
questions,23,6
questions,43,7
questions,32,8
questions,23,9
questions,47,10
questions,52,11
questions,32,12
answer,39,1
answer,36,2
answer,47,3
answer,28,4
answer,24,5
answer,27,6
answer,52,7
answer,36,8
answer,30,9
answer,49,10
answer,61,11
answer,35,12
