key,value,date
questions,46,1
questions,48,2
questions,40,3
questions,17,4
questions,28,5
questions,35,6
questions,31,7
questions,29,8
questions,19,9
questions,67,10
questions,54,11
questions,54,12
answer,64,1
answer,69,2
answer,48,3
answer,23,4
answer,34,5
answer,39,6
answer,41,7
answer,38,8
answer,25,9
answer,66,10
answer,66,11
answer,56,12
