key,value,date
questions,47,1
questions,25,2
questions,37,3
questions,17,4
questions,32,5
questions,35,6
questions,45,7
questions,28,8
questions,39,9
questions,59,10
questions,64,11
questions,43,12
answer,52,1
answer,36,2
answer,38,3
answer,29,4
answer,42,5
answer,51,6
answer,62,7
answer,38,8
answer,50,9
answer,56,10
answer,79,11
answer,57,12
