key,value,date
questions,35,1
questions,26,2
questions,33,3
questions,27,4
questions,26,5
questions,24,6
questions,36,7
questions,21,8
questions,11,9
questions,37,10
questions,29,11
questions,37,12
answer,39,1
answer,33,2
answer,40,3
answer,34,4
answer,30,5
answer,29,6
answer,47,7
answer,33,8
answer,17,9
answer,37,10
answer,34,11
answer,40,12
