key,value,date
questions,17,1
questions,22,2
questions,18,3
questions,10,4
questions,11,5
questions,22,6
questions,25,7
questions,17,8
questions,13,9
questions,30,10
questions,34,11
questions,25,12
answer,22,1
answer,26,2
answer,28,3
answer,15,4
answer,12,5
answer,21,6
answer,30,7
answer,28,8
answer,17,9
answer,37,10
answer,45,11
answer,31,12
