key,value,date
questions,22,1
questions,14,2
questions,17,3
questions,16,4
questions,13,5
questions,20,6
questions,20,7
questions,19,8
questions,19,9
questions,34,10
questions,28,11
questions,26,12
answer,22,1
answer,18,2
answer,20,3
answer,17,4
answer,14,5
answer,26,6
answer,22,7
answer,24,8
answer,25,9
answer,33,10
answer,35,11
answer,29,12
