key,value,date
questions,13,1
questions,31,2
questions,23,3
questions,15,4
questions,20,5
questions,25,6
questions,34,7
questions,14,8
questions,8,9
questions,56,10
questions,39,11
questions,29,12
answer,27,1
answer,34,2
answer,37,3
answer,27,4
answer,30,5
answer,24,6
answer,38,7
answer,21,8
answer,10,9
answer,64,10
answer,55,11
answer,38,12
