key,value,date
questions,24,1
questions,22,2
questions,14,3
questions,10,4
questions,12,5
questions,10,6
questions,28,7
questions,13,8
questions,18,9
questions,41,10
questions,40,11
questions,25,12
answer,28,1
answer,27,2
answer,18,3
answer,19,4
answer,21,5
answer,13,6
answer,33,7
answer,20,8
answer,21,9
answer,39,10
answer,54,11
answer,27,12
